                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    298,                0.30039,                0.26937,                0.80696,                0.99757,                0.99612,                 0.9949,                0.96817,                0.13566,                 0.0803,                0.75409,               0.005116,               0.005116,               0.005116
                    299,                0.30296,                0.27801,                 0.8082,                0.99758,                0.99621,                 0.9949,                0.96802,                0.13563,                0.07995,                0.75413,              0.0050995,              0.0050995,              0.0050995
                    300,                0.30757,                0.28702,                0.80907,                0.99763,                0.99621,                 0.9949,                0.96805,                0.13555,                0.08073,                0.75412,               0.005083,               0.005083,               0.005083
                    301,                0.30841,                0.29378,                0.81005,                0.99765,                0.99623,                 0.9949,                0.96802,                0.13551,                0.08078,                0.75417,              0.0050665,              0.0050665,              0.0050665
                    302,                 0.3118,                0.29971,                0.81127,                0.99766,                 0.9962,                0.99489,                0.96797,                0.13553,                0.08064,                0.75413,                0.00505,                0.00505,                0.00505
                    303,                0.26008,                0.18637,                0.79616,                0.99773,                0.99622,                0.99489,                0.96793,                0.13552,                 0.0809,                 0.7541,              0.0050335,              0.0050335,              0.0050335
                    304,                0.27412,                0.21125,                0.80017,                0.99771,                0.99621,                0.99489,                0.96798,                0.13554,                0.08096,                0.75408,               0.005017,               0.005017,               0.005017
                    305,                0.28133,                0.22702,                0.80195,                0.99769,                0.99622,                0.99489,                0.96833,                0.13548,                0.08025,                0.75408,              0.0050005,              0.0050005,              0.0050005
                    306,                0.28804,                0.23919,                0.80317,                0.99761,                0.99617,                0.99489,                0.96816,                0.13546,                 0.0805,                0.75406,               0.004984,               0.004984,               0.004984
                    307,                 0.2925,                0.24895,                0.80409,                0.99764,                0.99625,                0.99489,                0.96826,                0.13539,                0.08033,                0.75407,              0.0049675,              0.0049675,              0.0049675
                    308,                0.29627,                0.26075,                  0.806,                0.99761,                0.99631,                0.99489,                0.96828,                0.13537,                 0.0805,                0.75403,               0.004951,               0.004951,               0.004951
                    309,                0.29838,                0.26603,                0.80669,                0.99757,                 0.9963,                0.99489,                0.96829,                0.13527,                0.08007,                0.75401,              0.0049345,              0.0049345,              0.0049345
                    310,                0.30075,                0.27317,                0.80755,                0.99748,                0.99639,                0.99488,                0.96836,                0.13526,                0.08029,                0.75398,               0.004918,               0.004918,               0.004918
                    311,                0.30525,                0.28124,                0.80805,                0.99734,                0.99644,                0.99488,                0.96847,                0.13525,                0.08059,                0.75401,              0.0049015,              0.0049015,              0.0049015
                    312,                0.30649,                0.29033,                0.80924,                 0.9973,                0.99647,                0.99489,                0.96838,                0.13515,                 0.0807,                0.75399,               0.004885,               0.004885,               0.004885
                    313,                0.30944,                0.29631,                0.81059,                0.99748,                 0.9964,                0.99488,                0.96832,                0.13512,                0.08042,                0.75394,              0.0048685,              0.0048685,              0.0048685
                    314,                0.30954,                0.30264,                0.81032,                0.99785,                0.99584,                0.99489,                0.96843,                0.13501,                0.08025,                0.75395,               0.004852,               0.004852,               0.004852
                    315,                0.25536,                 0.1811,                0.79552,                0.99761,                0.99599,                0.99488,                0.96842,                0.13495,                0.08027,                0.75394,              0.0048355,              0.0048355,              0.0048355
                    316,                0.27026,                 0.2053,                 0.7993,                0.99765,                0.99601,                0.99488,                0.96844,                0.13489,                0.08015,                0.75391,               0.004819,               0.004819,               0.004819
                    317,                0.27877,                0.22227,                0.80135,                0.99775,                0.99574,                0.99488,                0.96848,                0.13487,                0.08027,                 0.7539,              0.0048025,              0.0048025,              0.0048025
                    318,                0.28511,                0.23386,                0.80237,                0.99768,                0.99585,                0.99489,                0.96856,                0.13475,                0.07976,                0.75389,               0.004786,               0.004786,               0.004786
                    319,                0.28987,                0.24481,                0.80389,                0.99744,                0.99609,                0.99489,                0.96866,                0.13477,                0.07999,                0.75389,              0.0047695,              0.0047695,              0.0047695
                    320,                0.29286,                0.25437,                0.80566,                0.99743,                0.99607,                0.99489,                0.96844,                0.13469,                0.07993,                0.75388,               0.004753,               0.004753,               0.004753
                    321,                0.29494,                 0.2614,                0.80557,                0.99736,                0.99606,                0.99489,                0.96822,                0.13465,                0.07998,                0.75386,              0.0047365,              0.0047365,              0.0047365
                    322,                0.29733,                 0.2685,                0.80694,                0.99736,                0.99607,                0.99489,                0.96842,                0.13459,                0.07999,                0.75386,                0.00472,                0.00472,                0.00472
                    323,                0.25313,                0.17735,                0.79481,                0.99738,                0.99606,                0.99489,                0.96849,                0.13458,                0.08006,                0.75385,              0.0047035,              0.0047035,              0.0047035
                    324,                0.26753,                0.20122,                0.79858,                0.99747,                0.99603,                0.99489,                0.96843,                0.13452,                0.07992,                0.75383,               0.004687,               0.004687,               0.004687
                    325,                0.27614,                 0.2162,                0.80072,                0.99774,                0.99594,                0.99489,                0.96847,                0.13448,                0.07958,                 0.7538,              0.0046705,              0.0046705,              0.0046705
                    326,                0.28356,                0.23211,                0.80178,                0.99776,                0.99583,                0.99489,                0.96851,                 0.1344,                0.07982,                0.75379,               0.004654,               0.004654,               0.004654
                    327,                0.28764,                0.24106,                 0.8029,                0.99777,                0.99571,                0.99489,                 0.9686,                0.13436,                0.07944,                0.75377,              0.0046375,              0.0046375,              0.0046375
                    328,                0.29128,                0.25183,                0.80532,                0.99773,                0.99556,                0.99489,                0.96843,                0.13431,                  0.079,                0.75374,               0.004621,               0.004621,               0.004621
                    329,                0.29339,                0.25857,                0.80535,                0.99767,                0.99574,                0.99489,                0.96864,                0.13426,                0.07935,                0.75377,              0.0046045,              0.0046045,              0.0046045
                    330,                0.29565,                0.26671,                0.80614,                0.99767,                0.99576,                0.99489,                0.96853,                0.13427,                0.07933,                0.75375,               0.004588,               0.004588,               0.004588
                    331,                0.30079,                 0.2774,                0.80694,                0.99757,                0.99601,                0.99489,                0.96842,                0.13425,                0.07916,                0.75378,              0.0045715,              0.0045715,              0.0045715
                    332,                0.30142,                0.28405,                0.80827,                0.99759,                0.99599,                0.99489,                0.96851,                0.13418,                0.07955,                0.75381,               0.004555,               0.004555,               0.004555
                    333,                0.30518,                0.29143,                0.80994,                0.99769,                0.99591,                0.99489,                0.96853,                0.13418,                0.07948,                0.75379,              0.0045385,              0.0045385,              0.0045385
                    334,                0.30495,                0.29631,                0.80916,                 0.9978,                0.99567,                 0.9949,                0.96872,                0.13408,                0.07947,                0.75375,               0.004522,               0.004522,               0.004522
                    335,                0.30777,                0.30064,                0.80979,                0.99771,                 0.9956,                 0.9949,                0.96848,                0.13397,                0.07906,                0.75372,              0.0045055,              0.0045055,              0.0045055
                    336,                0.30866,                0.30714,                0.81093,                0.99766,                0.99573,                 0.9949,                0.96846,                0.13395,                0.07908,                0.75374,               0.004489,               0.004489,               0.004489
                    337,                0.24899,                0.17432,                0.79449,                0.99768,                0.99562,                 0.9949,                 0.9685,                0.13388,                0.07928,                0.75369,              0.0044725,              0.0044725,              0.0044725
                    338,                0.26306,                0.19453,                0.79827,                0.99734,                0.99607,                 0.9949,                0.96855,                0.13383,                0.07964,                0.75367,               0.004456,               0.004456,               0.004456
                    339,                 0.2725,                0.21195,                0.80024,                0.99736,                0.99614,                 0.9949,                0.96846,                0.13373,                0.07903,                0.75369,              0.0044395,              0.0044395,              0.0044395
                    340,                0.27894,                0.22366,                0.80112,                0.99777,                0.99565,                0.99489,                0.96852,                0.13376,                 0.0788,                 0.7537,               0.004423,               0.004423,               0.004423
                    341,                 0.2836,                 0.2336,                0.80201,                0.99765,                0.99579,                0.99489,                0.96843,                0.13373,                0.07897,                0.75371,              0.0044065,              0.0044065,              0.0044065
                    342,                0.28661,                0.24471,                0.80383,                0.99782,                0.99564,                 0.9949,                0.96866,                0.13364,                0.07862,                0.75367,                0.00439,                0.00439,                0.00439
                    343,                0.24603,                0.17059,                0.79384,                0.99779,                0.99554,                 0.9949,                0.96858,                 0.1336,                0.07881,                0.75366,              0.0043735,              0.0043735,              0.0043735
                    344,                0.26158,                0.19208,                0.79769,                0.99777,                0.99556,                0.99489,                 0.9686,                0.13353,                0.07881,                0.75366,               0.004357,               0.004357,               0.004357
                    345,                0.27048,                0.20854,                 0.7993,                0.99752,                0.99597,                0.99489,                0.96856,                0.13356,                0.07904,                0.75363,              0.0043405,              0.0043405,              0.0043405
                    346,                 0.2772,                0.22112,                 0.8008,                0.99761,                0.99579,                0.99489,                0.96864,                0.13348,                0.07876,                0.75363,               0.004324,               0.004324,               0.004324
                    347,                0.28248,                0.23279,                0.80251,                0.99761,                0.99581,                0.99489,                0.96872,                0.13349,                0.07871,                0.75365,              0.0043075,              0.0043075,              0.0043075
                    348,                 0.2861,                0.24336,                0.80406,                0.99759,                0.99576,                0.99489,                0.96889,                0.13344,                0.07862,                0.75359,               0.004291,               0.004291,               0.004291
                    349,                0.28856,                0.25093,                0.80446,                0.99782,                 0.9954,                 0.9949,                  0.969,                0.13349,                0.07884,                0.75363,              0.0042745,              0.0042745,              0.0042745
                    350,                0.29139,                0.25918,                0.80537,                0.99782,                0.99546,                 0.9949,                  0.969,                 0.1334,                0.07867,                0.75363,               0.004258,               0.004258,               0.004258
                    351,                0.29598,                0.26839,                0.80621,                0.99807,                0.99527,                 0.9949,                0.96893,                0.13336,                0.07847,                0.75363,              0.0042415,              0.0042415,              0.0042415
                    352,                0.29742,                0.27684,                0.80734,                0.99827,                0.99529,                0.99491,                0.96901,                0.13331,                 0.0786,                0.75361,               0.004225,               0.004225,               0.004225
                    353,                0.30087,                0.28378,                0.80895,                0.99827,                0.99537,                0.99491,                0.96883,                0.13326,                0.07882,                0.75361,              0.0042085,              0.0042085,              0.0042085
                    354,                0.30046,                0.29044,                0.80829,                0.99832,                0.99537,                0.99491,                0.96898,                0.13318,                0.07858,                0.75356,               0.004192,               0.004192,               0.004192
                    355,                0.30313,                0.29612,                0.80869,                0.99801,                0.99553,                0.99491,                0.96898,                0.13308,                0.07872,                0.75355,              0.0041755,              0.0041755,              0.0041755
                    356,                0.24211,                0.16689,                0.79323,                0.99806,                0.99548,                0.99491,                0.96901,                0.13303,                0.07852,                0.75356,               0.004159,               0.004159,               0.004159
                    357,                0.24083,                0.16543,                0.79294,                0.99806,                0.99549,                 0.9949,                 0.9691,                0.13304,                0.07942,                0.75355,              0.0041425,              0.0041425,              0.0041425
                    358,                0.25748,                0.18591,                0.79699,                 0.9981,                0.99548,                 0.9949,                0.96918,                0.13297,                0.07894,                0.75357,               0.004126,               0.004126,               0.004126
                    359,                0.26659,                0.20216,                0.79905,                0.99807,                0.99549,                0.99491,                0.96919,                0.13284,                0.07866,                0.75353,              0.0041095,              0.0041095,              0.0041095
                    360,                0.27425,                0.21575,                0.80018,                  0.998,                0.99565,                 0.9949,                0.96905,                0.13286,                0.07861,                0.75352,               0.004093,               0.004093,               0.004093
                    361,                 0.2788,                0.22549,                0.80129,                0.99797,                0.99564,                 0.9949,                0.96916,                0.13278,                0.07854,                0.75352,              0.0040765,              0.0040765,              0.0040765
                    362,                0.28255,                0.23645,                0.80296,                0.99787,                0.99544,                 0.9949,                0.96919,                0.13273,                0.07854,                0.75348,                0.00406,                0.00406,                0.00406
                    363,                0.28453,                0.24368,                0.80422,                0.99776,                0.99537,                 0.9949,                0.96913,                 0.1327,                0.07867,                0.75348,              0.0040435,              0.0040435,              0.0040435
                    364,                0.28743,                0.25362,                0.80535,                0.99773,                0.99537,                 0.9949,                0.96916,                0.13268,                0.07842,                0.75343,               0.004027,               0.004027,               0.004027
                    365,                 0.2926,                0.26299,                0.80555,                0.99778,                0.99544,                 0.9949,                0.96921,                0.13267,                0.07882,                0.75345,              0.0040105,              0.0040105,              0.0040105
                    366,                 0.2938,                0.27136,                 0.8069,                 0.9974,                  0.996,                 0.9949,                0.96907,                0.13263,                0.07899,                0.75351,               0.003994,               0.003994,               0.003994
                    367,                0.29667,                0.27836,                0.80794,                0.99751,                0.99602,                 0.9949,                0.96922,                0.13252,                0.07872,                0.75352,              0.0039775,              0.0039775,              0.0039775
                    368,                 0.2971,                0.28475,                0.80818,                0.99757,                0.99597,                 0.9949,                0.96924,                0.13249,                0.07898,                0.75352,               0.003961,               0.003961,               0.003961
                    369,                0.30001,                0.29063,                0.80866,                0.99758,                0.99594,                0.99489,                 0.9692,                0.13242,                0.07924,                0.75352,              0.0039445,              0.0039445,              0.0039445
                    370,                 0.2373,                0.16175,                0.79255,                0.99762,                 0.9959,                0.99489,                 0.9693,                0.13237,                0.07868,                0.75348,               0.003928,               0.003928,               0.003928
                    371,                0.25328,                0.18013,                0.79606,                0.99763,                0.99586,                0.99489,                0.96921,                0.13237,                0.07855,                0.75351,              0.0039115,              0.0039115,              0.0039115
                    372,                0.26219,                0.19525,                0.79814,                0.99766,                0.99552,                0.99489,                0.96924,                0.13234,                0.07896,                0.75352,               0.003895,               0.003895,               0.003895
                    373,                0.26995,                0.20893,                 0.7995,                0.99761,                0.99557,                0.99489,                0.96933,                0.13235,                0.07881,                0.75352,              0.0038785,              0.0038785,              0.0038785
                    374,                0.27504,                0.21983,                0.80035,                 0.9977,                0.99546,                0.99489,                0.96932,                0.13233,                0.07885,                0.75353,               0.003862,               0.003862,               0.003862
                    375,                0.27872,                0.23125,                0.80217,                0.99768,                0.99566,                0.99488,                0.96938,                0.13232,                0.07865,                0.75352,              0.0038455,              0.0038455,              0.0038455
                    376,                0.28137,                0.23747,                0.80274,                0.99771,                0.99558,                0.99489,                0.96945,                0.13218,                0.07833,                0.75353,               0.003829,               0.003829,               0.003829
                    377,                0.28418,                0.24668,                 0.8038,                0.99768,                0.99551,                0.99489,                0.96957,                0.13215,                0.07836,                0.75352,              0.0038125,              0.0038125,              0.0038125
                    378,                0.28923,                0.25718,                0.80459,                0.99767,                0.99552,                0.99489,                0.96971,                0.13212,                0.07832,                0.75354,               0.003796,               0.003796,               0.003796
                    379,                0.29046,                0.26573,                0.80626,                0.99766,                0.99553,                0.99489,                0.96977,                0.13204,                0.07849,                0.75352,              0.0037795,              0.0037795,              0.0037795
                    380,                0.29419,                0.27317,                0.80714,                0.99768,                0.99552,                0.99489,                0.96979,                0.13199,                0.07861,                 0.7535,               0.003763,               0.003763,               0.003763
                    381,                0.29411,                0.28004,                0.80702,                0.99777,                0.99555,                0.99489,                0.96965,                0.13194,                0.07859,                0.75351,              0.0037465,              0.0037465,              0.0037465
                    382,                 0.2335,                0.15821,                0.79176,                0.99773,                0.99555,                0.99489,                0.96977,                0.13188,                0.07859,                 0.7535,                0.00373,                0.00373,                0.00373
                    383,                0.24933,                0.17579,                0.79533,                0.99768,                0.99556,                0.99489,                0.96966,                0.13185,                0.07842,                0.75352,              0.0037135,              0.0037135,              0.0037135
                    384,                0.25825,                0.19067,                0.79717,                0.99758,                0.99574,                0.99489,                0.96971,                0.13181,                0.07853,                0.75355,               0.003697,               0.003697,               0.003697
                    385,                0.26598,                0.20359,                0.79836,                0.99757,                0.99571,                0.99489,                0.96968,                0.13178,                0.07832,                0.75352,              0.0036805,              0.0036805,              0.0036805
                    386,                0.27111,                0.21395,                0.79948,                0.99757,                 0.9957,                0.99489,                0.96959,                0.13171,                0.07827,                 0.7535,               0.003664,               0.003664,               0.003664
                    387,                0.27483,                0.22477,                0.80098,                0.99757,                0.99569,                0.99489,                0.96983,                0.13172,                0.07863,                0.75351,              0.0036475,              0.0036475,              0.0036475
                    388,                 0.2779,                 0.2328,                0.80192,                0.99759,                0.99567,                0.99489,                0.96986,                 0.1318,                0.07866,                0.75351,               0.003631,               0.003631,               0.003631
                    389,                0.28155,                0.24219,                0.80328,                 0.9976,                0.99567,                0.99489,                0.96991,                0.13177,                0.07847,                0.75353,              0.0036145,              0.0036145,              0.0036145
                    390,                0.28541,                0.25226,                0.80395,                0.99761,                0.99564,                0.99489,                0.97001,                0.13172,                 0.0784,                 0.7535,               0.003598,               0.003598,               0.003598
                    391,                0.28746,                0.26123,                0.80544,                0.99742,                0.99604,                0.99489,                0.96995,                0.13165,                0.07811,                0.75349,              0.0035815,              0.0035815,              0.0035815
                    392,                0.29136,                0.26987,                0.80676,                0.99767,                0.99562,                0.99489,                0.97009,                0.13165,                 0.0784,                0.75349,               0.003565,               0.003565,               0.003565
                    393,                0.29188,                0.27785,                0.80637,                0.99769,                0.99561,                 0.9949,                 0.9701,                0.13153,                0.07888,                0.75348,              0.0035485,              0.0035485,              0.0035485
                    394,                0.29506,                0.28327,                0.80737,                0.99792,                0.99565,                 0.9949,                 0.9704,                 0.1314,                0.07848,                 0.7535,               0.003532,               0.003532,               0.003532
                    395,                0.29605,                0.29114,                0.80782,                0.99779,                0.99593,                 0.9949,                0.97015,                0.13138,                0.07871,                0.75344,              0.0035155,              0.0035155,              0.0035155
                    396,                0.22912,                 0.1538,                0.79086,                0.99781,                0.99588,                 0.9949,                0.97017,                0.13136,                0.07811,                0.75347,               0.003499,               0.003499,               0.003499
                    397,                0.24447,                0.16981,                0.79456,                0.99757,                0.99619,                0.99489,                0.97021,                 0.1313,                0.07822,                0.75338,              0.0034825,              0.0034825,              0.0034825
                    398,                0.25403,                0.18487,                0.79637,                0.99762,                0.99615,                 0.9949,                0.97017,                0.13121,                0.07778,                0.75336,               0.003466,               0.003466,               0.003466
                    399,                0.26155,                0.19697,                0.79747,                0.99769,                0.99613,                0.99489,                0.97016,                0.13115,                0.07791,                0.75335,              0.0034495,              0.0034495,              0.0034495
                    400,                0.26659,                0.20584,                 0.7987,                0.99774,                0.99604,                0.99489,                0.97007,                0.13109,                0.07795,                0.75331,               0.003433,               0.003433,               0.003433
                    401,                0.27069,                0.21774,                0.80042,                0.99774,                0.99605,                 0.9949,                0.97016,                0.13103,                0.07834,                0.75331,              0.0034165,              0.0034165,              0.0034165
                    402,                0.27376,                0.22618,                0.80147,                0.99775,                0.99595,                 0.9949,                0.97005,                0.13101,                0.07793,                0.75328,                 0.0034,                 0.0034,                 0.0034
                    403,                0.27678,                0.23502,                0.80248,                0.99776,                0.99589,                 0.9949,                0.97009,                0.13097,                0.07814,                0.75326,              0.0033835,              0.0033835,              0.0033835
                    404,                0.28198,                0.24611,                0.80308,                0.99775,                 0.9961,                 0.9949,                0.97007,                0.13099,                0.07814,                0.75331,               0.003367,               0.003367,               0.003367
                    405,                0.28347,                0.25475,                 0.8045,                 0.9977,                0.99619,                 0.9949,                 0.9702,                0.13103,                0.07785,                0.75328,              0.0033505,              0.0033505,              0.0033505
                    406,                0.28725,                0.26379,                0.80646,                0.99759,                0.99623,                0.99491,                0.97016,                0.13099,                0.07779,                0.75328,               0.003334,               0.003334,               0.003334
                    407,                0.28772,                 0.2719,                0.80623,                0.99741,                0.99615,                0.99492,                0.97011,                0.13095,                0.07801,                0.75325,              0.0033175,              0.0033175,              0.0033175
                    408,                 0.2913,                0.27836,                0.80655,                0.99728,                0.99625,                0.99492,                0.97019,                0.13087,                0.07757,                0.75328,               0.003301,               0.003301,               0.003301
                    409,                0.22531,                0.15053,                0.79045,                0.99723,                 0.9962,                0.99492,                0.97018,                0.13077,                0.07775,                0.75328,              0.0032845,              0.0032845,              0.0032845
                    410,                0.24059,                0.16457,                0.79395,                0.99714,                0.99621,                0.99492,                0.97032,                0.13068,                0.07758,                0.75326,               0.003268,               0.003268,               0.003268
                    411,                0.24975,                0.17912,                0.79581,                0.99681,                0.99664,                0.99492,                0.97024,                0.13067,                0.07723,                0.75323,              0.0032515,              0.0032515,              0.0032515
                    412,                    inf,                0.19013,                 0.7968,                0.99717,                0.99619,                0.99492,                0.97025,                0.13066,                0.07748,                0.75322,               0.003235,               0.003235,               0.003235
                    413,                0.26185,                0.20042,                0.79757,                0.99719,                0.99613,                0.99492,                0.97013,                0.13063,                0.07756,                0.75326,              0.0032185,              0.0032185,              0.0032185
                    414,                0.26657,                0.21112,                0.79955,                 0.9972,                0.99612,                0.99492,                0.97022,                0.13061,                 0.0777,                0.75328,               0.003202,               0.003202,               0.003202
                    415,                0.26969,                0.21872,                0.80084,                 0.9972,                0.99618,                0.99492,                0.97007,                0.13055,                0.07738,                0.75327,              0.0031855,              0.0031855,              0.0031855
                    416,                0.27306,                 0.2292,                 0.8015,                 0.9977,                0.99594,                0.99492,                0.97024,                0.13041,                0.07782,                0.75326,               0.003169,               0.003169,               0.003169
                    417,                0.27812,                0.23982,                0.80229,                0.99772,                0.99599,                0.99492,                0.97017,                 0.1304,                0.07748,                0.75323,              0.0031525,              0.0031525,              0.0031525
                    418,                0.27973,                 0.2477,                0.80355,                 0.9973,                0.99619,                0.99492,                0.97018,                0.13041,                0.07753,                0.75325,               0.003136,               0.003136,               0.003136
                    419,                0.28358,                0.25841,                0.80509,                0.99725,                0.99621,                0.99492,                0.97031,                0.13031,                0.07755,                0.75326,              0.0031195,              0.0031195,              0.0031195
                    420,                0.28435,                0.26659,                0.80511,                0.99727,                0.99617,                0.99493,                0.97039,                0.13025,                0.07796,                0.75323,               0.003103,               0.003103,               0.003103
                    421,                0.28739,                0.27378,                0.80593,                0.99735,                0.99617,                0.99493,                 0.9704,                0.13021,                0.07807,                0.75321,              0.0030865,              0.0030865,              0.0030865
                    422,                0.22054,                0.14706,                0.78978,                0.99733,                0.99617,                0.99493,                0.97041,                0.13011,                0.07776,                0.75321,                0.00307,                0.00307,                0.00307
                    423,                0.23661,                0.16093,                0.79309,                0.99731,                0.99617,                0.99493,                0.97043,                0.12998,                0.07746,                 0.7532,              0.0030535,              0.0030535,              0.0030535
                    424,                0.24573,                 0.1734,                0.79491,                0.99728,                0.99617,                0.99493,                0.97038,                   0.13,                0.07754,                0.75326,               0.003037,               0.003037,               0.003037
                    425,                0.25354,                0.18522,                0.79603,                0.99737,                0.99612,                0.99493,                0.97046,                0.12994,                0.07741,                0.75324,              0.0030205,              0.0030205,              0.0030205
                    426,                 0.2581,                0.19416,                0.79685,                 0.9974,                0.99605,                0.99493,                0.97042,                0.12998,                0.07723,                0.75326,               0.003004,               0.003004,               0.003004
                    427,                0.26204,                0.20414,                0.79861,                0.99748,                0.99604,                0.99493,                0.97047,                0.12992,                0.07736,                0.75324,              0.0029875,              0.0029875,              0.0029875
                    428,                 0.2656,                  0.213,                0.79936,                 0.9975,                0.99598,                0.99493,                 0.9705,                0.12989,                 0.0773,                0.75319,               0.002971,               0.002971,               0.002971
                    429,                 0.2684,                0.22153,                0.80086,                0.99752,                  0.996,                0.99493,                0.97053,                0.12988,                 0.0775,                0.75321,              0.0029545,              0.0029545,              0.0029545
                    430,                0.27374,                0.23306,                0.80149,                0.99753,                0.99603,                0.99494,                0.97071,                0.12985,                0.07736,                0.75323,               0.002938,               0.002938,               0.002938
                    431,                 0.2757,                0.24234,                 0.8029,                0.99753,                0.99602,                0.99494,                0.97064,                0.12981,                0.07717,                0.75323,              0.0029215,              0.0029215,              0.0029215
